Id: 1; Nome: Bulbasaur; Tipo: Grama, Veneno; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Growl (Growl lowers the target's Attack by one stage.)]
Id: 58; Nome: Growlithe; Tipo: Fogo; Nível: 5; Habilidades: [Bite (It deals damage and has a 10% chance to make the target flinch.), Roar (Roar forces the target to switch out.)]
Id: 59; Nome: Arcanine; Tipo: Fogo; Nível: 30; Habilidades: [Extremespeed (It has increased priority.), Fire Spin (It traps the target in a vortex of fire for 2-5 turns.)]
Id: 60; Nome: Poliwag; Tipo: �?gua; Nível: 5; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Hypnosis (It puts the target to sleep.)]
Id: 61; Nome: Poliwhirl; Tipo: �?gua; Nível: 25; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Hypnosis (It puts the target to sleep.), Water Gun (It deals damage with no additional effects.)]
Id: 62; Nome: Poliwrath; Tipo: �?gua, Lutador; Nível: 35; Habilidades: [Dynamic Punch (It deals damage and confuses the target.), Hypnosis (It puts the target to sleep.)]
Id: 63; Nome: Abra; Tipo: Psíquico; Nível: 5; Habilidades: [Teleport (It allows the user to flee from battle.)]
Id: 64; Nome: Kadabra; Tipo: Psíquico; Nível: 16; Habilidades: [Confusion (It deals damage and has a 10% chance to confuse the target.), Teleport (It allows the user to flee from battle.)]
Id: 65; Nome: Alakazam; Tipo: Psíquico; Nível: 36; Habilidades: [Confusion (It deals damage and has a 10% chance to confuse the target.), Teleport (It allows the user to flee from battle.), Psychic (It deals damage and has a 10% chance to lower the target's Special Defense.)]
Id: 66; Nome: Machop; Tipo: Lutador; Nível: 5; Habilidades: [Karate Chop (It has a high critical hit ratio.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 67; Nome: Machoke; Tipo: Lutador; Nível: 28; Habilidades: [Karate Chop (It has a high critical hit ratio.), Leer (Leer lowers the target's Defense by one stage.), Low Kick (It deals damage based on the target's weight.)]
Id: 68; Nome: Machamp; Tipo: Lutador; Nível: 36; Habilidades: [Karate Chop (It has a high critical hit ratio.), Leer (Leer lowers the target's Defense by one stage.), Low Kick (It deals damage based on the target's weight.), Submission (It deals damage and the user receives recoil damage.)]
Id: 69; Nome: Bellsprout; Tipo: Grama, Veneno; Nível: 5; Habilidades: [Vine Whip (It deals damage with no additional effects.), Wrap (It traps the target in a constriction for 2-5 turns.)]
Id: 70; Nome: Weepinbell; Tipo: Grama, Veneno; Nível: 21; Habilidades: [Vine Whip (It deals damage with no additional effects.), Wrap (It traps the target in a constriction for 2-5 turns.), Sleep Powder (It puts the target to sleep.)]
Id: 71; Nome: Victreebel; Tipo: Grama, Veneno; Nível: 30; Habilidades: [Razor Leaf (It has a high critical hit ratio.), Acid (It deals damage and has a 10% chance to lower the target's Defense.)]
Id: 72; Nome: Tentacool; Tipo: �?gua, Veneno; Nível: 5; Habilidades: [Poison Sting (It deals damage and has a 30% chance to poison the target.), Bubble (It deals damage and has a 10% chance to lower the target's speed.)]
Id: 73; Nome: Tentacruel; Tipo: �?gua, Veneno; Nível: 30; Habilidades: [Poison Sting (It deals damage and has a 30% chance to poison the target.), Bubble (It deals damage and has a 10% chance to lower the target's speed.), Hydro Pump (It deals damage with no additional effects.)]
Id: 74; Nome: Geodude; Tipo: Pedra, Terrestre; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Defense Curl (Defense Curl raises the user's Defense by one stage.)]
Id: 75; Nome: Graveler; Tipo: Pedra, Terrestre; Nível: 25; Habilidades: [Tackle (It deals damage with no additional effects.), Defense Curl (Defense Curl raises the user's Defense by one stage.), Rock Throw (It deals damage with no additional effects.)]
Id: 76; Nome: Golem; Tipo: Pedra, Terrestre; Nível: 36; Habilidades: [Rock Throw (It deals damage with no additional effects.), Earthquake (It deals damage and hits all Pokémon on the field.)]
Id: 77; Nome: Ponyta; Tipo: Fogo; Nível: 5; Habilidades: [Ember (It deals damage and has a 10% chance to burn the target.), Tail Whip (Tail Whip lowers the target's Defense by one stage.)]
Id: 78; Nome: Rapidash; Tipo: Fogo; Nível: 40; Habilidades: [Ember (It deals damage and has a 10% chance to burn the target.), Stomp (It deals damage and has a 30% chance to make the target flinch.)]
Id: 79; Nome: Slowpoke; Tipo: �?gua, Psíquico; Nível: 5; Habilidades: [Confusion (It deals damage and has a 10% chance to confuse the target.), Disable (It disables the target's last move.)]
Id: 80; Nome: Slowbro; Tipo: �?gua, Psíquico; Nível: 37; Habilidades: [Confusion (It deals damage and has a 10% chance to confuse the target.), Disable (It disables the target's last move.), Psychic (It deals damage and has a 10% chance to lower the target's Special Defense.)]
Id: 81; Nome: Magnemite; Tipo: Elétrico, Aço; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Sonic Boom (It deals a fixed 20 damage.)]
Id: 82; Nome: Magneton; Tipo: Elétrico, Aço; Nível: 30; Habilidades: [Sonic Boom (It deals a fixed 20 damage.), Thundershock (It deals damage and has a 10% chance to paralyze the target.)]
Id: 83; Nome: Farfetch'd; Tipo: Normal, Voador; Nível: 5; Habilidades: [Peck (It deals damage with no additional effects.), Sand Attack (Sand Attack lowers the target's accuracy.)]
Id: 84; Nome: Doduo; Tipo: Normal, Voador; Nível: 5; Habilidades: [Peck (It deals damage with no additional effects.), Growl (Growl lowers the target's Attack by one stage.)]
Id: 85; Nome: Dodrio; Tipo: Normal, Voador; Nível: 31; Habilidades: [Peck (It deals damage with no additional effects.), Tri Attack (It deals damage and has a chance to paralyze, burn, or freeze the target.)]
Id: 86; Nome: Seel; Tipo: �?gua; Nível: 5; Habilidades: [Headbutt (It deals damage and has a 30% chance to make the target flinch.), Growl (Growl lowers the target's Attack by one stage.)]
Id: 87; Nome: Dewgong; Tipo: �?gua, Gelo; Nível: 34; Habilidades: [Headbutt (It deals damage and has a 30% chance to make the target flinch.), Aurora Beam (It deals damage and has a 10% chance to lower the target's Attack.)]
Id: 88; Nome: Grimer; Tipo: Veneno; Nível: 5; Habilidades: [Pound (It deals damage with no additional effects.), Disable (It disables the target's last move.)]
Id: 89; Nome: Muk; Tipo: Veneno; Nível: 38; Habilidades: [Poison Gas (It poisons the target.), Sludge (It deals damage and has a 40% chance to poison the target.)]
Id: 90; Nome: Shellder; Tipo: �?gua; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Withdraw (Withdraw raises the user's Defense by one stage.)]
Id: 91; Nome: Cloyster; Tipo: �?gua, Gelo; Nível: 30; Habilidades: [Clamp (It traps the target in a shell for 2-5 turns.), Withdraw (Withdraw raises the user's Defense by one stage.), Ice Beam (It deals damage and has a 10% chance to freeze the target.)]
Id: 92; Nome: Gastly; Tipo: Fantasma, Veneno; Nível: 5; Habilidades: [Lick (It deals damage and has a 30% chance to paralyze the target.), Hypnosis (It puts the target to sleep.)]
Id: 93; Nome: Haunter; Tipo: Fantasma, Veneno; Nível: 25; Habilidades: [Lick (It deals damage and has a 30% chance to paralyze the target.), Night Shade (It deals damage equal to the user's level.)]
Id: 94; Nome: Gengar; Tipo: Fantasma, Veneno; Nível: 36; Habilidades: [Lick (It deals damage and has a 30% chance to paralyze the target.), Hypnosis (It puts the target to sleep.), Dream Eater (It deals damage and restores the user's HP by half of the damage dealt.)]
Id: 95; Nome: Onix; Tipo: Pedra, Terrestre; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Harden (Harden raises the user's Defense by one stage.)]
Id: 96; Nome: Drowzee; Tipo: Psíquico; Nível: 5; Habilidades: [Hypnosis (It puts the target to sleep.), Pound (It deals damage with no additional effects.)]
Id: 97; Nome: Hypno; Tipo: Psíquico; Nível: 26; Habilidades: [Hypnosis (It puts the target to sleep.), Psychic (It deals damage and has a 10% chance to lower the target's Special Defense.)]
Id: 98; Nome: Krabby; Tipo: �?gua; Nível: 5; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 99; Nome: Kingler; Tipo: �?gua; Nível: 28; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Crabhammer (It has a high critical hit ratio.)]
Id: 100; Nome: Voltorb; Tipo: Elétrico; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Sonic Boom (It deals a fixed 20 damage.)]
Id: 101; Nome: Electrode; Tipo: Elétrico; Nível: 30; Habilidades: [Sonic Boom (It deals a fixed 20 damage.), Self-Destruct (It deals massive damage and causes the user to faint.)]
Id: 102; Nome: Exeggcute; Tipo: Grama, Psíquico; Nível: 5; Habilidades: [Hypnosis (It puts the target to sleep.), Barrage (It hits 2-5 times in one turn.)]
Id: 103; Nome: Exeggutor; Tipo: Grama, Psíquico; Nível: 30; Habilidades: [Barrage (It hits 2-5 times in one turn.), Psychic (It deals damage and has a 10% chance to lower the target's Special Defense.)]
Id: 104; Nome: Cubone; Tipo: Terrestre; Nível: 5; Habilidades: [Bone Club (It deals damage with no additional effects.), Growl (Growl lowers the target's Attack by one stage.)]
Id: 105; Nome: Marowak; Tipo: Terrestre; Nível: 28; Habilidades: [Bone Club (It deals damage with no additional effects.), Thrash (It hits for 2-3 turns and confuses the user.)]
Id: 106; Nome: Hitmonlee; Tipo: Lutador; Nível: 20; Habilidades: [Double Kick (It hits twice in one turn.), High Jump Kick (It deals damage but the user takes recoil damage if it misses.)]
Id: 107; Nome: Hitmonchan; Tipo: Lutador; Nível: 20; Habilidades: [Fire Punch (It deals damage and has a 10% chance to burn the target.), Ice Punch (It deals damage and has a 10% chance to freeze the target.), Thunder Punch (It deals damage and has a 10% chance to paralyze the target.)]
Id: 108; Nome: Lickitung; Tipo: Normal; Nível: 5; Habilidades: [Wrap (It traps the target in a constriction for 2-5 turns.), Supersonic (Supersonic confuses the target.)]
Id: 109; Nome: Koffing; Tipo: Veneno; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Smog (It deals damage and has a 40% chance to poison the target.)]
Id: 110; Nome: Weezing; Tipo: Veneno; Nível: 35; Habilidades: [Tackle (It deals damage with no additional effects.), Sludge (It deals damage and has a 40% chance to poison the target.)]
Id: 111; Nome: Rhyhorn; Tipo: Terrestre, Pedra; Nível: 5; Habilidades: [Horn Attack (It deals damage with no additional effects.), Stomp (It deals damage and has a 30% chance to make the target flinch.)]
Id: 112; Nome: Rhydon; Tipo: Terrestre, Pedra; Nível: 42; Habilidades: [Horn Attack (It deals damage with no additional effects.), Stomp (It deals damage and has a 30% chance to make the target flinch.), Earthquake (It deals damage and hits all Pokémon on the field.)]
Id: 113; Nome: Chansey; Tipo: Normal; Nível: 5; Habilidades: [Pound (It deals damage with no additional effects.), Sing (It puts the target to sleep.)]
Id: 114; Nome: Tangela; Tipo: Grama; Nível: 5; Habilidades: [Vine Whip (It deals damage with no additional effects.), Constrict (It traps the target in a constriction for 2-5 turns.)]
Id: 115; Nome: Kangaskhan; Tipo: Normal; Nível: 5; Habilidades: [Comet Punch (It hits 2-5 times in one turn.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 116; Nome: Horsea; Tipo: �?gua; Nível: 5; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Smokescreen (It lowers the target's accuracy.)]
Id: 117; Nome: Seadra; Tipo: �?gua; Nível: 32; Habilidades: [Bubble (It deals damage and has a 10% chance to lower the target's speed.), Dragon Rage (It deals a fixed 40 damage.)]
Id: 118; Nome: Goldeen; Tipo: �?gua; Nível: 5; Habilidades: [Peck (It deals damage with no additional effects.), Tail Whip (Tail Whip lowers the target's Defense by one stage.)]
Id: 119; Nome: Seaking; Tipo: �?gua; Nível: 33; Habilidades: [Peck (It deals damage with no additional effects.), Horn Attack (It deals damage with no additional effects.)]
Id: 120; Nome: Staryu; Tipo: �?gua; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Harden (Harden raises the user's Defense by one stage.)]
Id: 121; Nome: Starmie; Tipo: �?gua, Psíquico; Nível: 30; Habilidades: [Swift (It never misses.), Hydro Pump (It deals damage with no additional effects.)]
Id: 122; Nome: Mr. Mime; Tipo: Psíquico, Fada; Nível: 5; Habilidades: [Barrier (It raises the user's Defense by two stages.), Confusion (It deals damage and has a 10% chance to confuse the target.)]
Id: 123; Nome: Scyther; Tipo: Inseto, Voador; Nível: 5; Habilidades: [Quick Attack (It has increased priority.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 124; Nome: Jynx; Tipo: Gelo, Psíquico; Nível: 5; Habilidades: [Lick (It deals damage and has a 30% chance to paralyze the target.), Lovely Kiss (It puts the target to sleep.)]
Id: 125; Nome: Electabuzz; Tipo: Elétrico; Nível: 5; Habilidades: [Quick Attack (It has increased priority.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 126; Nome: Magmar; Tipo: Fogo; Nível: 5; Habilidades: [Smog (It deals damage and has a 40% chance to poison the target.), Ember (It deals damage and has a 10% chance to burn the target.)]
Id: 127; Nome: Pinsir; Tipo: Inseto; Nível: 5; Habilidades: [Vice Grip (It deals damage with no additional effects.), Harden (Harden raises the user's Defense by one stage.)]
Id: 128; Nome: Tauros; Tipo: Normal; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Stomp (It deals damage and has a 30% chance to make the target flinch.)]
Id: 129; Nome: Magikarp; Tipo: �?gua; Nível: 5; Habilidades: [Splash (It has no effect.)]
Id: 130; Nome: Gyarados; Tipo: �?gua, Voador; Nível: 20; Habilidades: [Bite (It deals damage and has a 10% chance to make the target flinch.), Hydro Pump (It deals damage with no additional effects.)]
Id: 131; Nome: Lapras; Tipo: �?gua, Gelo; Nível: 5; Habilidades: [Water Gun (It deals damage with no additional effects.), Sing (It puts the target to sleep.)]
Id: 132; Nome: Ditto; Tipo: Normal; Nível: 5; Habilidades: [Transform (It copies the target's form and moves.)]
Id: 133; Nome: Eevee; Tipo: Normal; Nível: 5; Habilidades: [Tackle (It deals damage with no additional effects.), Tail Whip (Tail Whip lowers the target's Defense by one stage.)]
Id: 134; Nome: Vaporeon; Tipo: �?gua; Nível: 20; Habilidades: [Water Gun (It deals damage with no additional effects.), Quick Attack (It has increased priority.)]
Id: 135; Nome: Jolteon; Tipo: Elétrico; Nível: 20; Habilidades: [Thundershock (It deals damage and has a 10% chance to paralyze the target.), Quick Attack (It has increased priority.)]
Id: 136; Nome: Flareon; Tipo: Fogo; Nível: 20; Habilidades: [Ember (It deals damage and has a 10% chance to burn the target.), Quick Attack (It has increased priority.)]
Id: 137; Nome: Porygon; Tipo: Normal; Nível: 5; Habilidades: [Conversion (It changes the user's type to match one of its moves.), Sharpen (It raises the user's Attack by one stage.)]
Id: 138; Nome: Omanyte; Tipo: Pedra, �?gua; Nível: 5; Habilidades: [Withdraw (Withdraw raises the user's Defense by one stage.), Water Gun (It deals damage with no additional effects.)]
Id: 139; Nome: Omastar; Tipo: Pedra, �?gua; Nível: 40; Habilidades: [Withdraw (Withdraw raises the user's Defense by one stage.), Spike Cannon (It hits 2-5 times in one turn.)]
Id: 140; Nome: Kabuto; Tipo: Pedra, �?gua; Nível: 5; Habilidades: [Absorb (It drains half of the damage it deals in HP.), Harden (Harden raises the user's Defense by one stage.)]
Id: 141; Nome: Kabutops; Tipo: Pedra, �?gua; Nível: 40; Habilidades: [Slash (It has a high critical hit ratio.), Water Gun (It deals damage with no additional effects.)]
Id: 142; Nome: Aerodactyl; Tipo: Pedra, Voador; Nível: 5; Habilidades: [Wing Attack (It deals damage with no additional effects.), Bite (It deals damage and has a 10% chance to make the target flinch.)]
Id: 143; Nome: Snorlax; Tipo: Normal; Nível: 5; Habilidades: [Headbutt (It deals damage and has a 30% chance to make the target flinch.), Rest (It restores the user's HP to full and removes all status conditions.)]
Id: 144; Nome: Articuno; Tipo: Gelo, Voador; Nível: 50; Habilidades: [Ice Beam (It deals damage and has a 10% chance to freeze the target.), Blizzard (It deals damage and has a 10% chance to freeze the target.)]
Id: 145; Nome: Zapdos; Tipo: Elétrico, Voador; Nível: 50; Habilidades: [Drill Peck (It deals damage with no additional effects.), Thunderbolt (It deals damage and has a 10% chance to paralyze the target.)]
Id: 146; Nome: Moltres; Tipo: Fogo, Voador; Nível: 50; Habilidades: [Fire Spin (It traps the target in a vortex of fire for 2-5 turns.), Fly (The user takes to the air on the first turn and attacks on the second.)]
Id: 147; Nome: Dratini; Tipo: Dragão; Nível: 5; Habilidades: [Wrap (It traps the target in a constriction for 2-5 turns.), Leer (Leer lowers the target's Defense by one stage.)]
Id: 148; Nome: Dragonair; Tipo: Dragão; Nível: 30; Habilidades: [Wrap (It traps the target in a constriction for 2-5 turns.), Thunder Wave (It has a 100% chance to paralyze the target.)]
Id: 149; Nome: Dragonite; Tipo: Dragão, Voador; Nível: 55; Habilidades: [Hyper Beam (It deals damage but the user must recharge on the next turn.), Dragon Rage (It deals a fixed 40 damage.)]
